id,institutionCode,collectionCode,ownerInstitutionCode,collectionID,basisOfRecord,occurrenceID,catalogNumber,otherCatalogNumbers,kingdom,phylum,class,order,family,scientificName,taxonID,scientificNameAuthorship,genus,specificEpithet,taxonRank,infraspecificEpithet,identifiedBy,dateIdentified,identificationReferences,identificationRemarks,taxonRemarks,identificationQualifier,typeStatus,recordedBy,recordNumber,eventDate,year,month,day,startDayOfYear,endDayOfYear,verbatimEventDate,occurrenceRemarks,habitat,fieldNumber,informationWithheld,dataGeneralizations,dynamicProperties,associatedTaxa,reproductiveCondition,establishmentMeans,lifeStage,sex,individualCount,preparations,country,stateProvince,county,municipality,locality,locationRemarks,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertaintyInMeters,verbatimCoordinates,georeferencedBy,georeferenceProtocol,georeferenceSources,georeferenceVerificationStatus,georeferenceRemarks,minimumElevationInMeters,maximumElevationInMeters,minimumDepthInMeters,maximumDepthInMeters,verbatimDepth,verbatimElevation,disposition,language,recordEnteredBy,modified,rights,rightsHolder,accessRights,recordId,references
36607,F,,,b7a4dd5c-99c5-43d7-84bb-f5d3596419e9,PreservedSpecimen,00ab8ce4-addf-4ef8-ae4c-b9dde583c19b,C0639470F,,Plantae,Tracheophyta,Lycopodiopsida,Selaginellales,Selaginellaceae,"Selaginella diffusa",4696,"(K. Presl) Spring",Selaginella,diffusa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Costa Rica",Alajuela,,,,,,,,,,,,,,,,,,,,,,en,,"2015-12-09 08:42:06",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:ad5df1f6-3151-4e3a-9cd1-5c1d4b89944e,http://www.pteridoportal.org/portal/collections/individual/index.php?occid=36607
36784,F,,,b7a4dd5c-99c5-43d7-84bb-f5d3596419e9,PreservedSpecimen,ebb22fa2-c419-4261-bd0e-b4815a1f2627,C0639467F,,Plantae,Tracheophyta,Lycopodiopsida,Selaginellales,Selaginellaceae,"Selaginella diffusa",4696,"(K. Presl) Spring",Selaginella,diffusa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Costa Rica",Puntarenas,,,,,,,,,,,,,,,,,,,,,,en,,"2015-12-09 08:42:05",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:b88f954b-ccc2-4388-ad28-f9549fcddf21,http://www.pteridoportal.org/portal/collections/individual/index.php?occid=36784
37064,F,,,b7a4dd5c-99c5-43d7-84bb-f5d3596419e9,PreservedSpecimen,431a72b2-ee3a-4e8a-a489-6b4b598be3dc,C0656765F,,Plantae,Tracheophyta,Lycopodiopsida,Selaginellales,Selaginellaceae,"Selaginella diffusa",4696,"(K. Presl) Spring",Selaginella,diffusa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ecuador,Pastaza,,,,,,,,,,,,,,,,,,,,,,en,,"2015-12-09 08:47:50",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:22c6a836-5c4a-4b93-8ba4-d8a7707cc3da,http://www.pteridoportal.org/portal/collections/individual/index.php?occid=37064
37129,F,,,b7a4dd5c-99c5-43d7-84bb-f5d3596419e9,PreservedSpecimen,6d904fee-5f63-4483-8c7e-bbcf3a8a549f,C0639478F,,Plantae,Tracheophyta,Lycopodiopsida,Selaginellales,Selaginellaceae,"Selaginella diffusa",4696,"(K. Presl) Spring",Selaginella,diffusa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Costa Rica","San José",,,,,,,,,,,,,,,,,,,,,,en,,"2015-12-09 08:42:08",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:5cc565ab-b0f9-4aaf-b9ea-f49c88a13a49,http://www.pteridoportal.org/portal/collections/individual/index.php?occid=37129
37361,F,,,b7a4dd5c-99c5-43d7-84bb-f5d3596419e9,PreservedSpecimen,561109e7-4fa5-4843-8c91-1f6ecfdc22c7,C0639456F,,Plantae,Tracheophyta,Lycopodiopsida,Selaginellales,Selaginellaceae,"Selaginella diffusa",4696,"(K. Presl) Spring",Selaginella,diffusa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Costa Rica","San José",,,,,,,,,,,,,,,,,,,,,,en,,"2015-12-09 08:42:02",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:1f6f3eaf-2271-457e-be44-1fbb06b27158,http://www.pteridoportal.org/portal/collections/individual/index.php?occid=37361
37427,F,,,b7a4dd5c-99c5-43d7-84bb-f5d3596419e9,PreservedSpecimen,5baa4f18-e9ed-4ae9-a2a4-d25e47b6c75b,,,Plantae,Tracheophyta,Lycopodiopsida,Selaginellales,Selaginellaceae,"Selaginella diffusa",4696,"(K. Presl) Spring",Selaginella,diffusa,,,"RRC ID Flag",1994,,,,,,"R. B. Foster",10015,1985-05-10,1985,5,10,130,,1985-5-10,,,10015,,,,,,,flower,,,,Peru,Pasco,,,,,,,,,,,,,,,,,,,,,,en,,"2017-04-21 10:33:44",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:a59e0ac1-a70d-47e0-920c-4b37fbf88f9e,http://www.pteridoportal.org/portal/collections/individual/index.php?occid=37427
38201,F,,,b7a4dd5c-99c5-43d7-84bb-f5d3596419e9,PreservedSpecimen,dadf48f3-a0f6-4194-b80d-f06d11096343,C0656785F,,Plantae,Tracheophyta,Lycopodiopsida,Selaginellales,Selaginellaceae,"Selaginella diffusa",4696,"(K. Presl) Spring",Selaginella,diffusa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BOLIVIA,,,,,,,,,,,,,,,,,,,,,,,en,,"2015-12-09 08:47:59",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:105e2a10-7696-4ea2-91b5-42c1c90619de,http://www.pteridoportal.org/portal/collections/individual/index.php?occid=38201
38287,F,,,b7a4dd5c-99c5-43d7-84bb-f5d3596419e9,PreservedSpecimen,5e7ba571-264a-447c-b244-4e714f4b6dcc,C0639458F,,Plantae,Tracheophyta,Lycopodiopsida,Selaginellales,Selaginellaceae,"Selaginella diffusa",4696,"(K. Presl) Spring",Selaginella,diffusa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Costa Rica",Alajuela,,,,,,,,,,,,,,,,,,,,,,en,,"2015-12-09 08:42:02",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:ae100072-2463-4ed8-9d7d-15b9dee40f5b,http://www.pteridoportal.org/portal/collections/individual/index.php?occid=38287
38671,F,,,b7a4dd5c-99c5-43d7-84bb-f5d3596419e9,PreservedSpecimen,1c91af1b-78d0-48da-963e-8ff92bed56eb,C0639480F,,Plantae,Tracheophyta,Lycopodiopsida,Selaginellales,Selaginellaceae,"Selaginella diffusa",4696,"(K. Presl) Spring",Selaginella,diffusa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Costa Rica","San José",,,,,,,,,,,,,,,,,,,,,,en,,"2015-12-09 08:42:09",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:167dd8d9-0e4c-4a2f-ae16-8ea84a637f99,http://www.pteridoportal.org/portal/collections/individual/index.php?occid=38671
38703,F,,,b7a4dd5c-99c5-43d7-84bb-f5d3596419e9,PreservedSpecimen,d6f6a9c5-3811-40ed-8cc7-ab6707477dbe,C0656757F,,Plantae,Tracheophyta,Lycopodiopsida,Selaginellales,Selaginellaceae,"Selaginella diffusa",4696,"(K. Presl) Spring",Selaginella,diffusa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Colombia,Nariño,,,,,,,,,,,,,,,,,,,,,,en,,"2019-01-14 13:18:08",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:6746f793-3084-4175-97e6-fe37bf1cee43,http://www.pteridoportal.org/portal/collections/individual/index.php?occid=38703
39731,F,,,b7a4dd5c-99c5-43d7-84bb-f5d3596419e9,PreservedSpecimen,a67c2dca-7d94-4a28-a0d4-ac3a8a647f77,C0639483F,,Plantae,Tracheophyta,Lycopodiopsida,Selaginellales,Selaginellaceae,"Selaginella diffusa",4696,"(K. Presl) Spring",Selaginella,diffusa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Costa Rica",Alajuela,"San Ramón",,,,,,,,,,,,,,,,,,,,,en,,"2015-12-09 08:42:10",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:68088717-7424-45ff-9c77-02bdea57358e,http://www.pteridoportal.org/portal/collections/individual/index.php?occid=39731
41147,F,,,b7a4dd5c-99c5-43d7-84bb-f5d3596419e9,PreservedSpecimen,fb284965-08aa-4cf4-ada8-b79a35f149f0,C0639489F,,Plantae,Tracheophyta,Lycopodiopsida,Selaginellales,Selaginellaceae,"Selaginella diffusa",4696,"(K. Presl) Spring",Selaginella,diffusa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Costa Rica",Cartago,Turrialba,,,,,,,,,,,,,,,,,,,,,en,,"2015-12-09 08:42:12",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:f61058dc-9378-4043-968a-ba228aae3129,http://www.pteridoportal.org/portal/collections/individual/index.php?occid=41147
41617,F,,,b7a4dd5c-99c5-43d7-84bb-f5d3596419e9,PreservedSpecimen,0ccf3eb4-1991-40ab-b4e2-fac79eca0244,C0639466F,,Plantae,Tracheophyta,Lycopodiopsida,Selaginellales,Selaginellaceae,"Selaginella diffusa",4696,"(K. Presl) Spring",Selaginella,diffusa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Costa Rica","San José",,,,,,,,,,,,,,,,,,,,,,en,,"2015-12-09 08:42:05",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:dfda19ce-7ee7-4d77-ac20-f999c3076a95,http://www.pteridoportal.org/portal/collections/individual/index.php?occid=41617
41642,F,,,b7a4dd5c-99c5-43d7-84bb-f5d3596419e9,PreservedSpecimen,4c52713a-c77a-46c1-86e5-6464be593045,C0639476F,,Plantae,Tracheophyta,Lycopodiopsida,Selaginellales,Selaginellaceae,"Selaginella diffusa",4696,"(K. Presl) Spring",Selaginella,diffusa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Costa Rica",Alajuela,,,,,,,,,,,,,,,,,,,,,,en,,"2015-12-09 08:42:08",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:d8f7a14b-637c-45b2-a2e3-faf0c0520cdc,http://www.pteridoportal.org/portal/collections/individual/index.php?occid=41642
43952,F,,,b7a4dd5c-99c5-43d7-84bb-f5d3596419e9,PreservedSpecimen,6a96083a-0155-4980-90bf-ceb7826c8dbf,C0656758F,,Plantae,Tracheophyta,Lycopodiopsida,Selaginellales,Selaginellaceae,"Selaginella diffusa",4696,"(K. Presl) Spring",Selaginella,diffusa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Venezuela,Mérida,,,,,,,,,,,,,,,,,,,,,,en,,"2015-12-09 08:47:48",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:c733c6e5-239a-4862-aa32-5b58c9c81040,http://www.pteridoportal.org/portal/collections/individual/index.php?occid=43952
45341,F,,,b7a4dd5c-99c5-43d7-84bb-f5d3596419e9,PreservedSpecimen,f1127628-6e4d-4b1a-b996-49918b73e11f,C0656755F,,Plantae,Tracheophyta,Lycopodiopsida,Selaginellales,Selaginellaceae,"Selaginella diffusa",4696,"(K. Presl) Spring",Selaginella,diffusa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bolivia,Cochabamba,Chapare,,,,,,,,,,,,,,,,,,,,,en,,"2015-12-09 08:47:47",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:45cc6f17-9d89-4264-ac81-e5a3be3fcbd2,http://www.pteridoportal.org/portal/collections/individual/index.php?occid=45341
46058,F,,,b7a4dd5c-99c5-43d7-84bb-f5d3596419e9,PreservedSpecimen,bde3c5cd-27f9-4a8c-b312-318d47dd0db3,C0639486F,,Plantae,Tracheophyta,Lycopodiopsida,Selaginellales,Selaginellaceae,"Selaginella diffusa",4696,"(K. Presl) Spring",Selaginella,diffusa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Costa Rica",Alajuela,"San Ramón",,,,,,,,,,,,,,,,,,,,,en,,"2015-12-09 08:42:11",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:d9e9c980-075a-4211-85e4-686fd082f69e,http://www.pteridoportal.org/portal/collections/individual/index.php?occid=46058
46674,F,,,b7a4dd5c-99c5-43d7-84bb-f5d3596419e9,PreservedSpecimen,3b023d2b-781e-414b-8127-464ebdec8733,C0639490F,,Plantae,Tracheophyta,Lycopodiopsida,Selaginellales,Selaginellaceae,"Selaginella diffusa",4696,"(K. Presl) Spring",Selaginella,diffusa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Costa Rica",Alajuela,,,,,,,,,,,,,,,,,,,,,,en,,"2015-12-09 08:42:12",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:88a72598-be10-4fdb-b5bb-293c357d3ce8,http://www.pteridoportal.org/portal/collections/individual/index.php?occid=46674
47256,F,,,b7a4dd5c-99c5-43d7-84bb-f5d3596419e9,PreservedSpecimen,7659b2dc-a48b-41ca-adee-3ed90ef790c6,C0639475F,,Plantae,Tracheophyta,Lycopodiopsida,Selaginellales,Selaginellaceae,"Selaginella diffusa",4696,"(K. Presl) Spring",Selaginella,diffusa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Costa Rica",Alajuela,"San Ramón",,,,,,,,,,,,,,,,,,,,,en,,"2015-12-09 08:42:08",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:5b04b249-59c9-42f5-97d3-8241d09dfb81,http://www.pteridoportal.org/portal/collections/individual/index.php?occid=47256
48118,F,,,b7a4dd5c-99c5-43d7-84bb-f5d3596419e9,PreservedSpecimen,19702ba3-2b36-4d4d-babd-629e8d6e2411,C0656777F,,Plantae,Tracheophyta,Lycopodiopsida,Selaginellales,Selaginellaceae,"Selaginella diffusa",4696,"(K. Presl) Spring",Selaginella,diffusa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Peru,Huánuco,Huánuco,,,,,,,,,,,,,,,,,,,,,en,,"2015-12-09 08:47:56",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:beafe6b8-6a4e-4d96-9ef3-d11e7bf8907f,http://www.pteridoportal.org/portal/collections/individual/index.php?occid=48118
49705,F,,,b7a4dd5c-99c5-43d7-84bb-f5d3596419e9,PreservedSpecimen,41287a44-bd1a-4875-bd12-e63f28e86298,C0656778F,,Plantae,Tracheophyta,Lycopodiopsida,Selaginellales,Selaginellaceae,"Selaginella diffusa",4696,"(K. Presl) Spring",Selaginella,diffusa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Peru,Huánuco,Huánuco,,,,,,,,,,,,,,,,,,,,,en,,"2015-12-09 08:47:56",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:55549ea4-d68b-42e3-9a82-7a0443882adc,http://www.pteridoportal.org/portal/collections/individual/index.php?occid=49705
50218,F,,,b7a4dd5c-99c5-43d7-84bb-f5d3596419e9,PreservedSpecimen,ce2094be-7860-47a3-b60d-ea68cae121b7,C0656760F,,Plantae,Tracheophyta,Lycopodiopsida,Selaginellales,Selaginellaceae,"Selaginella diffusa",4696,"(K. Presl) Spring",Selaginella,diffusa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Colombia,Tolima,,,,,,,,,,,,,,,,,,,,,,en,,"2019-01-14 13:18:01",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:bcf27658-373c-4326-8f5a-8e094151675e,http://www.pteridoportal.org/portal/collections/individual/index.php?occid=50218
51784,F,,,b7a4dd5c-99c5-43d7-84bb-f5d3596419e9,PreservedSpecimen,e24d6a5b-a7df-48c5-8ee6-5063892afede,C0639492F,,Plantae,Tracheophyta,Lycopodiopsida,Selaginellales,Selaginellaceae,"Selaginella diffusa",4696,"(K. Presl) Spring",Selaginella,diffusa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Costa Rica","San José",,,,,,,,,,,,,,,,,,,,,,en,,"2015-12-09 08:42:13",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:33400fcd-bc50-4c3c-9a88-b61340556695,http://www.pteridoportal.org/portal/collections/individual/index.php?occid=51784
52830,F,,,b7a4dd5c-99c5-43d7-84bb-f5d3596419e9,PreservedSpecimen,bf84bf9b-2320-452b-9bc1-1fd92c6d08f2,C0639493F,,Plantae,Tracheophyta,Lycopodiopsida,Selaginellales,Selaginellaceae,"Selaginella diffusa",4696,"(K. Presl) Spring",Selaginella,diffusa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Costa Rica","San José",,,,,,,,,,,,,,,,,,,,,,en,,"2015-12-09 08:42:13",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:612a28b7-561d-449c-9651-6ae8aaa9f1f0,http://www.pteridoportal.org/portal/collections/individual/index.php?occid=52830
53371,F,,,b7a4dd5c-99c5-43d7-84bb-f5d3596419e9,PreservedSpecimen,4d40b5dd-80e3-413e-b23e-70d6ed9c75bb,C0639473F,,Plantae,Tracheophyta,Lycopodiopsida,Selaginellales,Selaginellaceae,"Selaginella diffusa",4696,"(K. Presl) Spring",Selaginella,diffusa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Costa Rica","San José",,,,,,,,,,,,,,,,,,,,,,en,,"2015-12-09 08:42:07",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:1e07fd42-a301-4d95-82b8-c9eb5ee476ad,http://www.pteridoportal.org/portal/collections/individual/index.php?occid=53371
55242,F,,,b7a4dd5c-99c5-43d7-84bb-f5d3596419e9,PreservedSpecimen,497c989a-a180-466e-b7ec-0d9dab2f205f,C0639465F,,Plantae,Tracheophyta,Lycopodiopsida,Selaginellales,Selaginellaceae,"Selaginella diffusa",4696,"(K. Presl) Spring",Selaginella,diffusa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Costa Rica",Alajuela,,,,,,,,,,,,,,,,,,,,,,en,,"2015-12-09 08:42:04",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:3d6b1f5e-26eb-44d4-be40-ee7a9780994d,http://www.pteridoportal.org/portal/collections/individual/index.php?occid=55242
55371,F,,,b7a4dd5c-99c5-43d7-84bb-f5d3596419e9,PreservedSpecimen,63642c2e-79cb-4ef1-8382-32a8ff35df0f,C0656756F,,Plantae,Tracheophyta,Lycopodiopsida,Selaginellales,Selaginellaceae,"Selaginella diffusa",4696,"(K. Presl) Spring",Selaginella,diffusa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COLOMBIA,,,,,,,,,,,,,,,,,,,,,,,en,,"2015-12-09 08:47:47",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:01682bd2-69d0-462b-9a7c-845fba23d0c0,http://www.pteridoportal.org/portal/collections/individual/index.php?occid=55371
69610,F,,,b7a4dd5c-99c5-43d7-84bb-f5d3596419e9,PreservedSpecimen,d0b34b36-9dbb-458b-90d0-8f9c0153b46c,C0656762F,,Plantae,Tracheophyta,Lycopodiopsida,Selaginellales,Selaginellaceae,"Selaginella diffusa",4696,"(K. Presl) Spring",Selaginella,diffusa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ecuador,Napo,,,,,,,,,,,,,,,,,,,,,,en,,"2015-12-09 08:47:49",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:158438e4-013a-451b-9ee3-27bf0ec5d1e7,http://www.pteridoportal.org/portal/collections/individual/index.php?occid=69610
69822,F,,,b7a4dd5c-99c5-43d7-84bb-f5d3596419e9,PreservedSpecimen,9729e0cf-d93e-4c8c-9fa1-5834c00f475b,C0656761F,,Plantae,Tracheophyta,Lycopodiopsida,Selaginellales,Selaginellaceae,"Selaginella diffusa",4696,"(K. Presl) Spring",Selaginella,diffusa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ecuador,"Zamora Chinchipe","El Pangui",,,,,,,,,,,,,,,,,,,,,en,,"2015-12-09 08:47:49",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:d6dcfbfd-0fba-41ee-8337-545ff667e6f5,http://www.pteridoportal.org/portal/collections/individual/index.php?occid=69822
44942,F,,,b7a4dd5c-99c5-43d7-84bb-f5d3596419e9,PreservedSpecimen,f53e79ea-9db9-4a4c-99ee-76b75d08ed19,C0656734F,,Plantae,Tracheophyta,Lycopodiopsida,Selaginellales,Selaginellaceae,"Selaginella ciliauricula",4697,Spring,Selaginella,ciliauricula,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COLOMBIA,,,,,,,,,,,,,,,,,,,,,,,en,,"2015-12-09 08:47:40",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:7f5a0ffc-b30b-458f-9ba6-dfd79683db7a,http://www.pteridoportal.org/portal/collections/individual/index.php?occid=44942
9746,F,,,b7a4dd5c-99c5-43d7-84bb-f5d3596419e9,PreservedSpecimen,3b892da2-3d4d-426d-94c8-d0d918c8ab40,C0612659F,,Plantae,Tracheophyta,Lycopodiopsida,Selaginellales,Selaginellaceae,"Selaginella cinerascens",4698,"A. A. Eat.",Selaginella,cinerascens,,,,,,,,,,"L. R. Abrams",3399,1903-05-05,1903,5,5,125,,1903-5-5,,,,,,,,,,,,,,U.S.A.,California,"San Diego",,,,,,,,,,,,,,,,,,,,,en,,"2017-04-12 18:03:54",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:0f632b96-9f33-4e8f-8b73-9a5a4e14e0fd,http://www.pteridoportal.org/portal/collections/individual/index.php?occid=9746
2878,F,,,b7a4dd5c-99c5-43d7-84bb-f5d3596419e9,PreservedSpecimen,47279e2a-a3fc-4a40-9e87-5128ea9ebd60,C0656735F,,Plantae,Tracheophyta,Lycopodiopsida,Selaginellales,Selaginellaceae,"Selaginella cirrhipes",4699,"Spring ex Kl.",Selaginella,cirrhipes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Peru,Junín,,,,,,,,,,,,,,,,,,,,,,en,,"2015-12-09 08:47:41",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:3a07546c-1dd4-4622-b13b-6d4648529a5b,http://www.pteridoportal.org/portal/collections/individual/index.php?occid=2878
13553,F,,,b7a4dd5c-99c5-43d7-84bb-f5d3596419e9,PreservedSpecimen,dba1b62a-32e5-41b9-8bb4-5527c81220ba,C0639416F,,Plantae,Tracheophyta,Lycopodiopsida,Selaginellales,Selaginellaceae,"Selaginella cladorrhizans",4700,"A. Br.",Selaginella,cladorrhizans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Guatemala,"San Marcos",,,,,,,,,,,,,,,,,,,,,,en,,"2015-12-09 08:41:49",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:c02de2e9-a995-4be0-9b33-d54252949fcb,http://www.pteridoportal.org/portal/collections/individual/index.php?occid=13553
39819,F,,,b7a4dd5c-99c5-43d7-84bb-f5d3596419e9,PreservedSpecimen,3dad7aed-e38f-4d7b-9eb0-13cb05c21ca7,C0639415F,,Plantae,Tracheophyta,Lycopodiopsida,Selaginellales,Selaginellaceae,"Selaginella cladorrhizans",4700,"A. Br.",Selaginella,cladorrhizans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Guatemala,"San Marcos",,,,,,,,,,,,,,,,,,,,,,en,,"2015-12-09 08:41:49",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:c4300e02-d932-42bd-a1e5-57a129048540,http://www.pteridoportal.org/portal/collections/individual/index.php?occid=39819
52905,F,,,b7a4dd5c-99c5-43d7-84bb-f5d3596419e9,PreservedSpecimen,1fe26bbc-e2a3-4419-9d32-953115272689,C0639495F,,Plantae,Tracheophyta,Lycopodiopsida,Selaginellales,Selaginellaceae,"Selaginella cladorrhizans",4700,"A. Br.",Selaginella,cladorrhizans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Guatemala,"San Marcos",,,,,,,,,,,,,,,,,,,,,,en,,"2015-12-09 08:42:14",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:056a4546-3fe2-494d-b6a2-ab7a1dc6f8e5,http://www.pteridoportal.org/portal/collections/individual/index.php?occid=52905
1103278,F,,,b7a4dd5c-99c5-43d7-84bb-f5d3596419e9,PreservedSpecimen,1ab4ce6a-a9f3-46f9-8099-db8241e88888,C0661864F,,Plantae,Tracheophyta,Lycopodiopsida,Selaginellales,Selaginellaceae,"Selaginella cladorrhizans",4700,"A. Br.",Selaginella,cladorrhizans,,,"I. A. Valdespino",2014,,,,,Syntype,"A. Fendler",324,1856-00-00,1856,0,0,,,1856,,,,,,,,,,,,,,VENEZUELA,,,,,,,,,,,,,,,,,,,,,,,en,,"2019-01-23 13:20:38",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:613f02fb-4055-497d-9cec-a6da007142e4,http://www.pteridoportal.org/portal/collections/individual/index.php?occid=1103278
14856,F,,,b7a4dd5c-99c5-43d7-84bb-f5d3596419e9,PreservedSpecimen,0536b751-56bb-4e6e-a261-1bd319024bbb,C0656741F,,Plantae,Tracheophyta,Lycopodiopsida,Selaginellales,Selaginellaceae,"Selaginella coarctata",4701,"Mart. ex Spring",Selaginella,coarctata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Venezuela,Amazonas,,,,,,,,,,,,,,,,,,,,,,en,,"2015-12-09 08:47:42",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:1642bea7-406b-4c02-b738-941a3f60cb17,http://www.pteridoportal.org/portal/collections/individual/index.php?occid=14856
53896,F,,,b7a4dd5c-99c5-43d7-84bb-f5d3596419e9,PreservedSpecimen,68bcc27b-9e8e-4d04-8f39-8a617ef329c7,C0656740F,,Plantae,Tracheophyta,Lycopodiopsida,Selaginellales,Selaginellaceae,"Selaginella coarctata",4701,"Mart. ex Spring",Selaginella,coarctata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Venezuela,Amazonas,,,,,,,,,,,,,,,,,,,,,,en,,"2015-12-09 08:47:42",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:5e8d499c-2ef9-429a-baf8-3b91fc9e007e,http://www.pteridoportal.org/portal/collections/individual/index.php?occid=53896
3796,F,,,b7a4dd5c-99c5-43d7-84bb-f5d3596419e9,PreservedSpecimen,25ff0aac-faa4-40c2-b7f7-44ade90e3e6a,C0656743F,,Plantae,Tracheophyta,Lycopodiopsida,Selaginellales,Selaginellaceae,"Selaginella conduplicata",4702,Spring,Selaginella,conduplicata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brazil,Roraima,,,,,,,,,,,,,,,,,,,,,,en,,"2015-12-09 08:47:43",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:53e2b0fc-a3be-4b66-b21b-679fef1c5d83,http://www.pteridoportal.org/portal/collections/individual/index.php?occid=3796
36150,F,,,b7a4dd5c-99c5-43d7-84bb-f5d3596419e9,PreservedSpecimen,c9748ef7-259a-4d89-a370-3f7d30c75273,C0656736F,,Plantae,Tracheophyta,Lycopodiopsida,Selaginellales,Selaginellaceae,"Selaginella conduplicata",4702,Spring,Selaginella,conduplicata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brazil,Amazonas,,,Manaus,,,,,,,,,,,,,,,,,,,en,,"2019-01-11 13:50:56",http://creativecommons.org/publicdomain/zero/1.0/,,,urn:uuid:2cf8004c-7c0f-4b98-a91a-7c56b46d2b9a,http://www.pteridoportal.org/portal/collections/individual/index.php?occid=36150
